,구분,일,미세먼지,사용일자
0,서울시 평균,1,28,20240601
1,강남구,1,26,20240601
2,강동구,1,24,20240601
3,강북구,1,21,20240601
4,강서구,1,33,20240601
5,관악구,1,33,20240601
6,광진구,1,27,20240601
7,구로구,1,33,20240601
8,금천구,1,30,20240601
9,노원구,1,25,20240601
10,도봉구,1,25,20240601
11,동대문구,1,27,20240601
12,동작구,1,30,20240601
13,마포구,1,28,20240601
14,서대문구,1,30,20240601
15,서초구,1,32,20240601
16,성동구,1,28,20240601
17,성북구,1,28,20240601
18,송파구,1,29,20240601
19,양천구,1,27,20240601
20,영등포구,1,25,20240601
21,용산구,1,31,20240601
22,은평구,1,31,20240601
23,종로구,1,27,20240601
24,중구,1,22,20240601
25,중랑구,1,22,20240601
26,서울시 평균,2,21,20240602
27,강남구,2,20,20240602
28,강동구,2,15,20240602
29,강북구,2,18,20240602
30,강서구,2,22,20240602
31,관악구,2,24,20240602
32,광진구,2,21,20240602
33,구로구,2,24,20240602
34,금천구,2,19,20240602
35,노원구,2,21,20240602
36,도봉구,2,20,20240602
37,동대문구,2,22,20240602
38,동작구,2,22,20240602
39,마포구,2,23,20240602
40,서대문구,2,21,20240602
41,서초구,2,24,20240602
42,성동구,2,21,20240602
43,성북구,2,22,20240602
44,송파구,2,23,20240602
45,양천구,2,20,20240602
46,영등포구,2,20,20240602
47,용산구,2,25,20240602
48,은평구,2,22,20240602
49,종로구,2,19,20240602
50,중구,2,16,20240602
51,중랑구,2,17,20240602
52,서울시 평균,3,14,20240603
53,강남구,3,13,20240603
54,강동구,3,5,20240603
55,강북구,3,14,20240603
56,강서구,3,15,20240603
57,관악구,3,17,20240603
58,광진구,3,12,20240603
59,구로구,3,19,20240603
60,금천구,3,14,20240603
61,노원구,3,13,20240603
62,도봉구,3,13,20240603
63,동대문구,3,15,20240603
64,동작구,3,16,20240603
65,마포구,3,15,20240603
66,서대문구,3,12,20240603
67,서초구,3,17,20240603
68,성동구,3,13,20240603
69,성북구,3,15,20240603
70,송파구,3,16,20240603
71,양천구,3,15,20240603
72,영등포구,3,15,20240603
73,용산구,3,15,20240603
74,은평구,3,12,20240603
75,종로구,3,13,20240603
76,중구,3,11,20240603
77,중랑구,3,12,20240603
78,서울시 평균,4,17,20240604
79,강남구,4,18,20240604
80,강동구,4,11,20240604
81,강북구,4,13,20240604
82,강서구,4,17,20240604
83,관악구,4,20,20240604
84,광진구,4,17,20240604
85,구로구,4,20,20240604
86,금천구,4,17,20240604
87,노원구,4,17,20240604
88,도봉구,4,16,20240604
89,동대문구,4,18,20240604
90,동작구,4,20,20240604
91,마포구,4,19,20240604
92,서대문구,4,19,20240604
93,서초구,4,21,20240604
94,성동구,4,17,20240604
95,성북구,4,18,20240604
96,송파구,4,20,20240604
97,양천구,4,16,20240604
98,영등포구,4,17,20240604
99,용산구,4,20,20240604
100,은평구,4,18,20240604
101,종로구,4,16,20240604
102,중구,4,13,20240604
103,중랑구,4,16,20240604
104,서울시 평균,5,38,20240605
105,강남구,5,36,20240605
106,강동구,5,33,20240605
107,강북구,5,31,20240605
108,강서구,5,42,20240605
109,관악구,5,45,20240605
110,광진구,5,37,20240605
111,구로구,5,49,20240605
112,금천구,5,35,20240605
113,노원구,5,36,20240605
114,도봉구,5,33,20240605
115,동대문구,5,38,20240605
116,동작구,5,39,20240605
117,마포구,5,40,20240605
118,서대문구,5,40,20240605
119,서초구,5,47,20240605
120,성동구,5,36,20240605
121,성북구,5,42,20240605
122,송파구,5,41,20240605
123,양천구,5,40,20240605
124,영등포구,5,37,20240605
125,용산구,5,41,20240605
126,은평구,5,41,20240605
127,종로구,5,37,20240605
128,중구,5,31,20240605
129,중랑구,5,31,20240605
130,서울시 평균,6,42,20240606
131,강남구,6,39,20240606
132,강동구,6,42,20240606
133,강북구,6,36,20240606
134,강서구,6,45,20240606
135,관악구,6,47,20240606
136,광진구,6,43,20240606
137,구로구,6,52,20240606
138,금천구,6,37,20240606
139,노원구,6,42,20240606
140,도봉구,6,34,20240606
141,동대문구,6,43,20240606
142,동작구,6,41,20240606
143,마포구,6,44,20240606
144,서대문구,6,45,20240606
145,서초구,6,47,20240606
146,성동구,6,41,20240606
147,성북구,6,43,20240606
148,송파구,6,43,20240606
149,양천구,6,41,20240606
150,영등포구,6,42,20240606
151,용산구,6,45,20240606
152,은평구,6,46,20240606
153,종로구,6,41,20240606
154,중구,6,35,20240606
155,중랑구,6,39,20240606
156,서울시 평균,7,31,20240607
157,강남구,7,30,20240607
158,강동구,7,30,20240607
159,강북구,7,29,20240607
160,강서구,7,30,20240607
161,관악구,7,33,20240607
162,광진구,7,32,20240607
163,구로구,7,38,20240607
164,금천구,7,30,20240607
165,노원구,7,34,20240607
166,도봉구,7,29,20240607
167,동대문구,7,31,20240607
168,동작구,7,31,20240607
169,마포구,7,31,20240607
170,서대문구,7,32,20240607
171,서초구,7,37,20240607
172,성동구,7,30,20240607
173,성북구,7,33,20240607
174,송파구,7,34,20240607
175,양천구,7,25,20240607
176,영등포구,7,28,20240607
177,용산구,7,32,20240607
178,은평구,7,33,20240607
179,종로구,7,29,20240607
180,중구,7,24,20240607
181,중랑구,7,29,20240607
182,서울시 평균,8,23,20240608
183,강남구,8,23,20240608
184,강동구,8,22,20240608
185,강북구,8,23,20240608
186,강서구,8,24,20240608
187,관악구,8,29,20240608
188,광진구,8,25,20240608
189,구로구,8,22,20240608
190,금천구,8,23,20240608
191,노원구,8,24,20240608
192,도봉구,8,19,20240608
193,동대문구,8,25,20240608
194,동작구,8,25,20240608
195,마포구,8,23,20240608
196,서대문구,8,23,20240608
197,서초구,8,24,20240608
198,성동구,8,23,20240608
199,성북구,8,23,20240608
200,송파구,8,25,20240608
201,양천구,8,21,20240608
202,영등포구,8,20,20240608
203,용산구,8,25,20240608
204,은평구,8,22,20240608
205,종로구,8,23,20240608
206,중구,8,20,20240608
207,중랑구,8,22,20240608
208,서울시 평균,9,28,20240609
209,강남구,9,29,20240609
210,강동구,9,28,20240609
211,강북구,9,25,20240609
212,강서구,9,29,20240609
213,관악구,9,30,20240609
214,광진구,9,29,20240609
215,구로구,9,29,20240609
216,금천구,9,24,20240609
217,노원구,9,29,20240609
218,도봉구,9,24,20240609
219,동대문구,9,30,20240609
220,동작구,9,28,20240609
221,마포구,9,28,20240609
222,서대문구,9,30,20240609
223,서초구,9,32,20240609
224,성동구,9,29,20240609
225,성북구,9,31,20240609
226,송파구,9,29,20240609
227,양천구,9,23,20240609
228,영등포구,9,26,20240609
229,용산구,9,32,20240609
230,은평구,9,29,20240609
231,종로구,9,29,20240609
232,중구,9,24,20240609
233,중랑구,9,26,20240609
234,서울시 평균,10,46,20240610
235,강남구,10,44,20240610
236,강동구,10,50,20240610
237,강북구,10,42,20240610
238,강서구,10,47,20240610
239,관악구,10,49,20240610
240,광진구,10,47,20240610
241,구로구,10,53,20240610
242,금천구,10,44,20240610
243,노원구,10,46,20240610
244,도봉구,10,43,20240610
245,동대문구,10,49,20240610
246,동작구,10,47,20240610
247,마포구,10,45,20240610
248,서대문구,10,50,20240610
249,서초구,10,55,20240610
250,성동구,10,45,20240610
251,성북구,10,52,20240610
252,송파구,10,48,20240610
253,양천구,10,40,20240610
254,영등포구,10,42,20240610
255,용산구,10,48,20240610
256,은평구,10,50,20240610
257,종로구,10,47,20240610
258,중구,10,37,20240610
259,중랑구,10,42,20240610
260,서울시 평균,11,60,20240611
261,강남구,11,61,20240611
262,강동구,11,67,20240611
263,강북구,11,59,20240611
264,강서구,11,58,20240611
265,관악구,11,62,20240611
266,광진구,11,61,20240611
267,구로구,11,60,20240611
268,금천구,11,55,20240611
269,노원구,11,62,20240611
270,도봉구,11,58,20240611
271,동대문구,11,64,20240611
272,동작구,11,61,20240611
273,마포구,11,57,20240611
274,서대문구,11,61,20240611
275,서초구,11,69,20240611
276,성동구,11,60,20240611
277,성북구,11,65,20240611
278,송파구,11,62,20240611
279,양천구,11,46,20240611
280,영등포구,11,51,20240611
281,용산구,11,64,20240611
282,은평구,11,65,20240611
283,종로구,11,60,20240611
284,중구,11,49,20240611
285,중랑구,11,56,20240611
286,서울시 평균,12,31,20240612
287,강남구,12,30,20240612
288,강동구,12,33,20240612
289,강북구,12,26,20240612
290,강서구,12,29,20240612
291,관악구,12,32,20240612
292,광진구,12,34,20240612
293,구로구,12,33,20240612
294,금천구,12,27,20240612
295,노원구,12,30,20240612
296,도봉구,12,28,20240612
297,동대문구,12,33,20240612
298,동작구,12,30,20240612
299,마포구,12,33,20240612
300,서대문구,12,33,20240612
301,서초구,12,38,20240612
302,성동구,12,32,20240612
303,성북구,12,32,20240612
304,송파구,12,36,20240612
305,양천구,12,26,20240612
306,영등포구,12,28,20240612
307,용산구,12,34,20240612
308,은평구,12,31,20240612
309,종로구,12,29,20240612
310,중구,12,26,20240612
311,중랑구,12,30,20240612
312,서울시 평균,13,31,20240613
313,강남구,13,31,20240613
314,강동구,13,30,20240613
315,강북구,13,24,20240613
316,강서구,13,31,20240613
317,관악구,13,36,20240613
318,광진구,13,34,20240613
319,구로구,13,37,20240613
320,금천구,13,29,20240613
321,노원구,13,28,20240613
322,도봉구,13,25,20240613
323,동대문구,13,33,20240613
324,동작구,13,32,20240613
325,마포구,13,31,20240613
326,서대문구,13,31,20240613
327,서초구,13,40,20240613
328,성동구,13,32,20240613
329,성북구,13,33,20240613
330,송파구,13,37,20240613
331,양천구,13,26,20240613
332,영등포구,13,29,20240613
333,용산구,13,36,20240613
334,은평구,13,31,20240613
335,종로구,13,30,20240613
336,중구,13,25,20240613
337,중랑구,13,28,20240613
338,서울시 평균,14,34,20240614
339,강남구,14,34,20240614
340,강동구,14,30,20240614
341,강북구,14,29,20240614
342,강서구,14,34,20240614
343,관악구,14,37,20240614
344,광진구,14,37,20240614
345,구로구,14,36,20240614
346,금천구,14,32,20240614
347,노원구,14,34,20240614
348,도봉구,14,30,20240614
349,동대문구,14,36,20240614
350,동작구,14,35,20240614
351,마포구,14,34,20240614
352,서대문구,14,35,20240614
353,서초구,14,44,20240614
354,성동구,14,35,20240614
355,성북구,14,35,20240614
356,송파구,14,41,20240614
357,양천구,14,34,20240614
358,영등포구,14,32,20240614
359,용산구,14,38,20240614
360,은평구,14,35,20240614
361,종로구,14,34,20240614
362,중구,14,27,20240614
363,중랑구,14,32,20240614
364,서울시 평균,15,25,20240615
365,강남구,15,27,20240615
366,강동구,15,23,20240615
367,강북구,15,23,20240615
368,강서구,15,24,20240615
369,관악구,15,28,20240615
370,광진구,15,28,20240615
371,구로구,15,25,20240615
372,금천구,15,23,20240615
373,노원구,15,27,20240615
374,도봉구,15,19,20240615
375,동대문구,15,27,20240615
376,동작구,15,24,20240615
377,마포구,15,26,20240615
378,서대문구,15,25,20240615
379,서초구,15,26,20240615
380,성동구,15,28,20240615
381,성북구,15,25,20240615
382,송파구,15,27,20240615
383,양천구,15,23,20240615
384,영등포구,15,25,20240615
385,용산구,15,29,20240615
386,은평구,15,25,20240615
387,종로구,15,25,20240615
388,중구,15,22,20240615
389,중랑구,15,26,20240615
390,서울시 평균,16,22,20240616
391,강남구,16,22,20240616
392,강동구,16,21,20240616
393,강북구,16,18,20240616
394,강서구,16,22,20240616
395,관악구,16,27,20240616
396,광진구,16,24,20240616
397,구로구,16,23,20240616
398,금천구,16,21,20240616
399,노원구,16,21,20240616
400,도봉구,16,17,20240616
401,동대문구,16,22,20240616
402,동작구,16,23,20240616
403,마포구,16,22,20240616
404,서대문구,16,23,20240616
405,서초구,16,25,20240616
406,성동구,16,23,20240616
407,성북구,16,22,20240616
408,송파구,16,23,20240616
409,양천구,16,19,20240616
410,영등포구,16,21,20240616
411,용산구,16,25,20240616
412,은평구,16,23,20240616
413,종로구,16,20,20240616
414,중구,16,19,20240616
415,중랑구,16,21,20240616
416,서울시 평균,17,21,20240617
417,강남구,17,20,20240617
418,강동구,17,19,20240617
419,강북구,17,17,20240617
420,강서구,17,21,20240617
421,관악구,17,25,20240617
422,광진구,17,22,20240617
423,구로구,17,24,20240617
424,금천구,17,19,20240617
425,노원구,17,20,20240617
426,도봉구,17,15,20240617
427,동대문구,17,22,20240617
428,동작구,17,21,20240617
429,마포구,17,23,20240617
430,서대문구,17,22,20240617
431,서초구,17,26,20240617
432,성동구,17,21,20240617
433,성북구,17,23,20240617
434,송파구,17,22,20240617
435,양천구,17,19,20240617
436,영등포구,17,21,20240617
437,용산구,17,23,20240617
438,은평구,17,22,20240617
439,종로구,17,20,20240617
440,중구,17,16,20240617
441,중랑구,17,18,20240617
442,서울시 평균,18,26,20240618
443,강남구,18,25,20240618
444,강동구,18,26,20240618
445,강북구,18,22,20240618
446,강서구,18,24,20240618
447,관악구,18,28,20240618
448,광진구,18,28,20240618
449,구로구,18,29,20240618
450,금천구,18,22,20240618
451,노원구,18,26,20240618
452,도봉구,18,24,20240618
453,동대문구,18,27,20240618
454,동작구,18,24,20240618
455,마포구,18,25,20240618
456,서대문구,18,29,20240618
457,서초구,18,33,20240618
458,성동구,18,25,20240618
459,성북구,18,30,20240618
460,송파구,18,25,20240618
461,양천구,18,21,20240618
462,영등포구,18,23,20240618
463,용산구,18,28,20240618
464,은평구,18,29,20240618
465,종로구,18,26,20240618
466,중구,18,22,20240618
467,중랑구,18,24,20240618
468,서울시 평균,19,41,20240619
469,강남구,19,43,20240619
470,강동구,19,39,20240619
471,강북구,19,33,20240619
472,강서구,19,43,20240619
473,관악구,19,48,20240619
474,광진구,19,42,20240619
475,구로구,19,52,20240619
476,금천구,19,38,20240619
477,노원구,19,38,20240619
478,도봉구,19,36,20240619
479,동대문구,19,41,20240619
480,동작구,19,42,20240619
481,마포구,19,42,20240619
482,서대문구,19,43,20240619
483,서초구,19,51,20240619
484,성동구,19,41,20240619
485,성북구,19,43,20240619
486,송파구,19,44,20240619
487,양천구,19,40,20240619
488,영등포구,19,41,20240619
489,용산구,19,48,20240619
490,은평구,19,43,20240619
491,종로구,19,38,20240619
492,중구,19,34,20240619
493,중랑구,19,34,20240619
494,서울시 평균,20,42,20240620
495,강남구,20,40,20240620
496,강동구,20,38,20240620
497,강북구,20,35,20240620
498,강서구,20,46,20240620
499,관악구,20,44,20240620
500,광진구,20,43,20240620
501,구로구,20,50,20240620
502,금천구,20,37,20240620
503,노원구,20,40,20240620
504,도봉구,20,36,20240620
505,동대문구,20,43,20240620
506,동작구,20,39,20240620
507,마포구,20,46,20240620
508,서대문구,20,42,20240620
509,서초구,20,45,20240620
510,성동구,20,40,20240620
511,성북구,20,43,20240620
512,송파구,20,47,20240620
513,양천구,20,43,20240620
514,영등포구,20,40,20240620
515,용산구,20,45,20240620
516,은평구,20,46,20240620
517,종로구,20,39,20240620
518,중구,20,36,20240620
519,중랑구,20,39,20240620
520,서울시 평균,21,37,20240621
521,강남구,21,37,20240621
522,강동구,21,34,20240621
523,강북구,21,33,20240621
524,강서구,21,37,20240621
525,관악구,21,39,20240621
526,광진구,21,38,20240621
527,구로구,21,42,20240621
528,금천구,21,30,20240621
529,노원구,21,37,20240621
530,도봉구,21,34,20240621
531,동대문구,21,38,20240621
532,동작구,21,35,20240621
533,마포구,21,38,20240621
534,서대문구,21,37,20240621
535,서초구,21,45,20240621
536,성동구,21,38,20240621
537,성북구,21,41,20240621
538,송파구,21,40,20240621
539,양천구,21,34,20240621
540,영등포구,21,33,20240621
541,용산구,21,41,20240621
542,은평구,21,39,20240621
543,종로구,21,34,20240621
544,중구,21,29,20240621
545,중랑구,21,35,20240621
546,서울시 평균,22,28,20240622
547,강남구,22,33,20240622
548,강동구,22,27,20240622
549,강북구,22,30,20240622
550,강서구,22,25,20240622
551,관악구,22,30,20240622
552,광진구,22,34,20240622
553,구로구,22,24,20240622
554,금천구,22,21,20240622
555,노원구,22,31,20240622
556,도봉구,22,26,20240622
557,동대문구,22,33,20240622
558,동작구,22,28,20240622
559,마포구,22,28,20240622
560,서대문구,22,26,20240622
561,서초구,22,28,20240622
562,성동구,22,30,20240622
563,성북구,22,31,20240622
564,송파구,22,30,20240622
565,양천구,22,24,20240622
566,영등포구,22,26,20240622
567,용산구,22,33,20240622
568,은평구,22,25,20240622
569,종로구,22,27,20240622
570,중구,22,27,20240622
571,중랑구,22,33,20240622
572,서울시 평균,23,15,20240623
573,강남구,23,17,20240623
574,강동구,23,12,20240623
575,강북구,23,14,20240623
576,강서구,23,16,20240623
577,관악구,23,17,20240623
578,광진구,23,17,20240623
579,구로구,23,12,20240623
580,금천구,23,14,20240623
581,노원구,23,17,20240623
582,도봉구,23,12,20240623
583,동대문구,23,17,20240623
584,동작구,23,15,20240623
585,마포구,23,16,20240623
586,서대문구,23,16,20240623
587,서초구,23,15,20240623
588,성동구,23,16,20240623
589,성북구,23,18,20240623
590,송파구,23,17,20240623
591,양천구,23,14,20240623
592,영등포구,23,15,20240623
593,용산구,23,18,20240623
594,은평구,23,16,20240623
595,종로구,23,13,20240623
596,중구,23,13,20240623
597,중랑구,23,16,20240623
598,서울시 평균,24,52,20240624
599,강남구,24,57,20240624
600,강동구,24,60,20240624
601,강북구,24,51,20240624
602,강서구,24,46,20240624
603,관악구,24,52,20240624
604,광진구,24,56,20240624
605,구로구,24,46,20240624
606,금천구,24,40,20240624
607,노원구,24,59,20240624
608,도봉구,24,56,20240624
609,동대문구,24,57,20240624
610,동작구,24,52,20240624
611,마포구,24,45,20240624
612,서대문구,24,56,20240624
613,서초구,24,56,20240624
614,성동구,24,51,20240624
615,성북구,24,62,20240624
616,송파구,24,52,20240624
617,양천구,24,41,20240624
618,영등포구,24,40,20240624
619,용산구,24,57,20240624
620,은평구,24,56,20240624
621,종로구,24,51,20240624
622,중구,24,44,20240624
623,중랑구,24,52,20240624
624,서울시 평균,25,20,20240625
625,강남구,25,19,20240625
626,강동구,25,18,20240625
627,강북구,25,17,20240625
628,강서구,25,19,20240625
629,관악구,25,21,20240625
630,광진구,25,21,20240625
631,구로구,25,21,20240625
632,금천구,25,17,20240625
633,노원구,25,21,20240625
634,도봉구,25,16,20240625
635,동대문구,25,20,20240625
636,동작구,25,21,20240625
637,마포구,25,21,20240625
638,서대문구,25,23,20240625
639,서초구,25,25,20240625
640,성동구,25,19,20240625
641,성북구,25,24,20240625
642,송파구,25,21,20240625
643,양천구,25,18,20240625
644,영등포구,25,17,20240625
645,용산구,25,21,20240625
646,은평구,25,22,20240625
647,종로구,25,19,20240625
648,중구,25,16,20240625
649,중랑구,25,17,20240625
650,서울시 평균,26,24,20240626
651,강남구,26,23,20240626
652,강동구,26,21,20240626
653,강북구,26,19,20240626
654,강서구,26,22,20240626
655,관악구,26,28,20240626
656,광진구,26,26,20240626
657,구로구,26,27,20240626
658,금천구,26,22,20240626
659,노원구,26,23,20240626
660,도봉구,26,20,20240626
661,동대문구,26,25,20240626
662,동작구,26,26,20240626
663,마포구,26,24,20240626
664,서대문구,26,26,20240626
665,서초구,26,31,20240626
666,성동구,26,23,20240626
667,성북구,26,28,20240626
668,송파구,26,27,20240626
669,양천구,26,20,20240626
670,영등포구,26,21,20240626
671,용산구,26,27,20240626
672,은평구,26,25,20240626
673,종로구,26,24,20240626
674,중구,26,21,20240626
675,중랑구,26,21,20240626
676,서울시 평균,27,30,20240627
677,강남구,27,28,20240627
678,강동구,27,23,20240627
679,강북구,27,27,20240627
680,강서구,27,33,20240627
681,관악구,27,35,20240627
682,광진구,27,30,20240627
683,구로구,27,40,20240627
684,금천구,27,27,20240627
685,노원구,27,27,20240627
686,도봉구,27,25,20240627
687,동대문구,27,31,20240627
688,동작구,27,27,20240627
689,마포구,27,34,20240627
690,서대문구,27,33,20240627
691,서초구,27,33,20240627
692,성동구,27,29,20240627
693,성북구,27,34,20240627
694,송파구,27,31,20240627
695,양천구,27,32,20240627
696,영등포구,27,30,20240627
697,용산구,27,31,20240627
698,은평구,27,39,20240627
699,종로구,27,27,20240627
700,중구,27,24,20240627
701,중랑구,27,25,20240627
702,서울시 평균,28,39,20240628
703,강남구,28,39,20240628
704,강동구,28,36,20240628
705,강북구,28,34,20240628
706,강서구,28,36,20240628
707,관악구,28,47,20240628
708,광진구,28,37,20240628
709,구로구,28,47,20240628
710,금천구,28,39,20240628
711,노원구,28,40,20240628
712,도봉구,28,34,20240628
713,동대문구,28,39,20240628
714,동작구,28,41,20240628
715,마포구,28,40,20240628
716,서대문구,28,39,20240628
717,서초구,28,49,20240628
718,성동구,28,38,20240628
719,성북구,28,41,20240628
720,송파구,28,44,20240628
721,양천구,28,36,20240628
722,영등포구,28,36,20240628
723,용산구,28,42,20240628
724,은평구,28,40,20240628
725,종로구,28,37,20240628
726,중구,28,32,20240628
727,중랑구,28,34,20240628
728,서울시 평균,29,29,20240629
729,강남구,29,31,20240629
730,강동구,29,23,20240629
731,강북구,29,28,20240629
732,강서구,29,27,20240629
733,관악구,29,32,20240629
734,광진구,29,31,20240629
735,구로구,29,29,20240629
736,금천구,29,25,20240629
737,노원구,29,33,20240629
738,도봉구,29,24,20240629
739,동대문구,29,31,20240629
740,동작구,29,30,20240629
741,마포구,29,30,20240629
742,서대문구,29,28,20240629
743,서초구,29,29,20240629
744,성동구,29,30,20240629
745,성북구,29,32,20240629
746,송파구,29,34,20240629
747,양천구,29,27,20240629
748,영등포구,29,28,20240629
749,용산구,29,32,20240629
750,은평구,29,28,20240629
751,종로구,29,28,20240629
752,중구,29,25,20240629
753,중랑구,29,27,20240629
754,서울시 평균,30,20,20240630
755,강남구,30,19,20240630
756,강동구,30,15,20240630
757,강북구,30,18,20240630
758,강서구,30,23,20240630
759,관악구,30,24,20240630
760,광진구,30,20,20240630
761,구로구,30,17,20240630
762,금천구,30,20,20240630
763,노원구,30,22,20240630
764,도봉구,30,16,20240630
765,동대문구,30,21,20240630
766,동작구,30,20,20240630
767,마포구,30,22,20240630
768,서대문구,30,20,20240630
769,서초구,30,18,20240630
770,성동구,30,19,20240630
771,성북구,30,22,20240630
772,송파구,30,20,20240630
773,양천구,30,18,20240630
774,영등포구,30,19,20240630
775,용산구,30,21,20240630
776,은평구,30,20,20240630
777,종로구,30,18,20240630
778,중구,30,17,20240630
779,중랑구,30,20,20240630
